cand_id,name,age,party_id,spl_attribute_id
cand3619,"Ansari Samshad Anwar",30,IND,3619
cand3620,"Ashtul Vikas Rajaram",50,IND,3620
cand3621,"Gangadhar Nathu Yadav",43,IND,3621
cand3622,"Ghadge Balasaheb Jaysing",59,IND,3622
cand3623,"Chhaya Prabhakar Solanke",29,IND,3623
cand3624,"Bhausaheb Ramchandra Adagale",58,IND,3624
cand3625,"Waheeda Shainur Shaikh",39,IND,3625
cand3626,"Vinod Vasant Chandgude",34,IND,3626
cand3627,"Shahid Farukh Shaikh",29,IND,3627
cand3628,"Shivajirao Uttamrao Pawar",31,IND,3628
cand3629,"Shaikh Raisa",45,IND,3629
cand3630,"Sonalitai Thorat",35,IND,3630
cand3631,"WAKALE NAMDEO ARJUN",51,BSP,3631
cand3632,"Dr. SUJAY RADHAKRISHNA VIKHEPATIL",37,BJP,3632
cand3633,"SANGRAM ARUNKAKA JAGTAP",34,NCP,3633
cand3634,"KALIRAM BAHIRU POPALGHAT",67,BNS,3634
cand3635,"DHIRAJ MOTILAL BATADE",31,RTORP,3635
cand3636,"FARUKH ISMAIL SHAIKH",36,BPSJP,3636
cand3637,"SUDHAKAR LAXMAN AVHAD",62,VBA,3637
cand3638,"SANJAY DAGDU SAWANT",25,BMUP,3638
cand3639,"APPASAHEB NAVNATH PALVE",32,IND,3639
cand3640,"KAMAL DASHRATH SAWANT",61,IND,3640
cand3641,"DATTATRAY APPA WAGHMODE",49,IND,3641
cand3642,"BHASKAR FAKIRA PATOLE",38,IND,3642
cand3643,"RAMNATH GAHININATH GOLHAR",54,IND,3643
cand3644,"SHAIKH AABID HUSSAIN MOHAMMAD HANIF",46,IND,3644
cand3645,"SAINATH BHAUSAHEB GHORPADE",33,IND,3645
cand3646,"SUPEKAR DNYANDEO NARHARI",70,IND,3646
cand3647,"Er. SANJIV BABANRAO BHOR",44,IND,3647
cand3648,"SANDIP LAXMAN SAKAT",38,IND,3648
cand3649,"SHRIDHAR JAKHUJI DAREKAR",64,IND,3649
cand3650,"KAMBLE BHAUSAHEB MALHARI",64,INC,3650
cand3651,"Adv. BANSI BHAURAO SATPUTE",58,CPI,3651
cand3652,"SADASHIV KISAN LOKHANDE",56,SHS,3652
cand3653,"SURESH EKNATH JAGDHANE",58,BSP,3653
cand3654,"ASHOK JAGDISH JADHAV",56,RASMARP,3654
cand3655,"ADV. PRAKASH KACHARU AAHER",55,BARESP,3655
cand3656,"VIJAY DNYANOBA GHATE",50,RBS,3656
cand3657,"SANJAY LAXMAN SUKHDAN",39,VBA,3657
cand3658,"ADV. AMOLIK GOVIND BABURAO",67,IND,3658
cand3659,"ASHOK ANAJI WAKCHAURE",50,IND,3659
cand3660,"KISHOR LIMBAJI ROKADE",38,IND,3660
cand3661,"GANPAT MACHINDRA MORE",51,IND,3661
cand3662,"PRADIP SUNIL SARODE",32,IND,3662
cand3663,"BAPU PARAJI RANDHIR",53,IND,3663
cand3664,"BORAGE SHANKAR HARIBHAU",50,IND,3664
cand3665,"WAKCHAURE BHAUSAHEB JAYRAM",51,IND,3665
cand3666,"WAKCHAURE BHAUSAHEB RAJARAM",69,IND,3666
cand3667,"SACHIN SADASHIV GAWANDE",27,IND,3667
cand3668,"SUBHASH DADA TRIBHUVAN",45,IND,3668
cand3669,"SAMPAT KHANDU SAMINDAR",66,IND,3669
cand3670,"Pritam Gopinathrao Munde",36,BJP,3670
cand3671,"Bajrang Manohar Sonwane",48,NCP,3671
cand3672,"Ashok Bhagoji Thorat",36,HBP,3672
cand3673,"Kalyan Bhanudas Gurav",72,BPSJP,3673
cand3674,"Ganesh Navnathrao Karande",33,MAHKRS,3674
cand3675,"Ramesh Ramkisan Gavhane",26,DSPVAD,3675
cand3676,"Pro. Vishnu Jadhav",62,VBA,3676
cand3677,"Shinde Chandraparkash Ganpatrao",63,APOI,3677
cand3678,"Sayyad Mujammil Sayyad Jamil",27,SP,3678
cand3679,"Sadek Muniroddin Shaikh",31,BARESP,3679
cand3680,"Anwar Khan Mirza Khan",38,IND,3680
cand3681,"Kalidas Pandharinath Apet",52,IND,3681
cand3682,"Kolekar Ganesh Bhausaheb",32,IND,3682
cand3683,"Khan Majahar Habib",43,IND,3683
cand3684,"Galeb khan Jabbar khan Pathan",49,IND,3684
cand3685,"Chavhan Sampat Ramsing",57,IND,3685
cand3686,"Jagtap Nilesh Murlidhar",37,IND,3686
cand3687,"Jamir Bashir Shaikh",40,IND,3687
cand3688,"Jubair Munshi Qureshi",40,IND,3688
cand3689,"Tukaram Vyankati Chate",63,IND,3689
cand3690,"Nisar Ahmed",62,IND,3690
cand3691,"Pathan Musakhan Yunus khan",45,IND,3691
cand3692,"Pathan Sarfaraj khan Mehtab khan",33,IND,3692
cand3693,"Patil Yashashri Pramod",27,IND,3693
cand3694,"Pandit Damodhar Khande",38,IND,3694
cand3695,"Bajarang Digambar Sonawane",68,IND,3695
cand3696,"Mujib Naimuddin Inamdar",33,IND,3696
cand3697,"Rajeshkumar Annasaheb Bhadagale",38,IND,3697
cand3698,"Vijay Rangnath Salve",46,IND,3698
cand3699,"Veer Shesherao Chokhoba",58,IND,3699
cand3700,"Adv. Sharad Bahinaji Kamble",39,IND,3700
cand3701,"Shivaji Narayanrao Kavthekar",55,IND,3701
cand3702,"Shaikh Yashid Shaikh Tayyab",34,IND,3702
cand3703,"Shaikh Sadek Shaikh Ibrahim",35,IND,3703
cand3704,"Sayyad Minhaj",44,IND,3704
cand3705,"Sajan Raees Choudhari",29,IND,3705
cand3706,"Omprakash Bhupalsinh Alias Pawan Rajenimbalkar",35,SHS,3706
cand3707,"Ranajagjitsinha Padmasinha Patil",47,NCP,3707
cand3708,"Dr. Shivaji Pandharinath Oman",62,BSP,3708
cand3709,"Arjun (Dada) Salgar",39,VBA,3709
cand3710,"Annasaheb Ramchandra Rathod",50,BBKD,3710
cand3711,"Deepak Mahadav Tate",36,BEPP,3711
cand3712,"Phulsure Vishwanath Sadashiv",67,KKJHS,3712
cand3713,"Aryanraje Kisanrao Shinde",38,IND,3713
cand3714,"Gore Netaji Nagnathrao",62,IND,3714
cand3715,"Jagannath Nivrutti Munde",41,IND,3715
cand3716,"Tukaram Dasrao Gangawane",68,IND,3716
cand3717,"Dr. Vasant Raghunath Munde",72,IND,3717
cand3718,"Shankar Pandurang Gaikwad",33,IND,3718
cand3719,"Sayyad Sultan Ladkhan",46,IND,3719
cand3720,"Kamant Machhindra Gunwantrao",59,INC,3720
cand3721,"Dr.Siddharthkumar Digambarrao Suryawanshi",40,BSP,3721
cand3722,"Sudhakar Tukaram Shrangare",57,BJP,3722
cand3723,"Arun Ramrao Sontakke",40,BARESP,3723
cand3724,"Dattu Prabhakar Karanjikar",40,BMUP,3724
cand3725,"Ram Garkar",59,VBA,3725
cand3726,"Rupesh Shamrao Shanke",26,STBP,3726
cand3727,"Kamble Madhukar Sambhaji",65,IND,3727
cand3728,"Papita Raosaheb Randive",38,IND,3728
cand3729,"Ramesh Nivruti Kamble",48,IND,3729
cand3730,"SHRI. SHA. BRA. DR. JAI SIDHESHWAR SHIVACHARY MAHASWAMIJI",63,BJP,3730
cand3731,"SHINDE SUSHILKUMAR SAMBHAJIRAO",77,INC,3731
cand3732,"PROF. DR. ARJUN GENA OHAL",52,BMUP,3732
cand3733,"AMBEDKAR PRAKASH YASHVANT",64,VBA,3733
cand3734,"KRISHNA NAGNATH BHISE",34,BAHUMP,3734
cand3735,"VISHNU SIDRAM GAIDHANKAR",34,BPSJP,3735
cand3736,"SHRIVENKATESWAR MAHA SWAMIJI (KATAKDHOND. D. G.)",31,HJP,3736
cand3737,"UGHADE ASHOK BHAGAVANRAO",65,IND,3737
cand3738,"KHANDARE SUDARSHAN RAICHAND",33,IND,3738
cand3739,"ADV. MANISHA MANOHAR KARANDE",37,IND,3739
cand3740,"MALHARI GULAB PATOLE",70,IND,3740
cand3741,"ADV. VIKRAM UTTAM KASABE",43,IND,3741
cand3742,"SHRIMANT MURALIDHAR MASKE",49,IND,3742
cand3743,"Aappa Aaba Lokare",48,BSP,3743
cand3744,"Ranjeetsinha Hindurao Naik- Nimbalkar",42,BJP,3744
cand3745,"Sanjaymama Vitthalrao Shinde",50,NCP,3745
cand3746,"Navnath Bhimrao Patil",32,HIPPA,3746
cand3747,"Nanaso Ramhari Yadav",39,BPSJP,3747
cand3748,"Bramhakumari Pramilaben",58,ABEP,3748
cand3749,"Keskar Maruti Shivram",63,BJAZP,3749
cand3750,"Er. Ramchandra Mayyappa Ghutukade",27,BARESP,3750
cand3751,"Adv. Vijayrao More",78,VBA,3751
cand3752,"Shahajahan Paigambar Shaikh",47,BAHUMP,3752
cand3753,"Sunil Gunda Jadhav",37,BMUP,3753
cand3754,"Ajinath Laxman Kevate",46,IND,3754
cand3755,"Ajinkya Aakaram Salunkhe",27,IND,3755
cand3756,"Annaso Sukhadev Maske",53,IND,3756
cand3757,"Aware Siddheshwar Bharat",27,IND,3757
cand3758,"Dattatrya Bhanudas Khatke Alias Bandunana Khatke",44,IND,3758
cand3759,"Dilip Ramchandra Jadhav",50,IND,3759
cand3760,"Daulat Umaji Shitole",43,IND,3760
cand3761,"Nandu Sambhaji More",46,IND,3761
cand3762,"Mohan Vishnu Raut",35,IND,3762
cand3763,"Ramdas Mane",58,IND,3763
cand3764,"Rohit More",37,IND,3764
cand3765,"Vijayraj Balasaheb Mane Deshmukh",27,IND,3765
cand3766,"Adv. Vijayanand Shankarrao Shinde",62,IND,3766
cand3767,"Vishvambhar Narayan Kashid",65,IND,3767
cand3768,"Adv. Sachin Bhaskar Jore",36,IND,3768
cand3769,"Sachin Dnyaneshwar Padalkar",30,IND,3769
cand3770,"Savita Ankush Aiwle",40,IND,3770
cand3771,"Santosh Balasaheb Bichukale",33,IND,3771
cand3772,"Sandip Janaradhan Kharat",39,IND,3772
cand3773,"Sandip Vitthal Pol",46,IND,3773
cand3774,"Shankar (dada) Mane",31,BSP,3774
cand3775,"Sanjaykaka Patil",54,BJP,3775
cand3776,"Anand Shankar Nalage (Patil)",50,BALP,3776
cand3777,"Gopichand Kundlik Padalkar",36,VBA,3777
cand3778,"Dr. Rajendra Namdev Kavthekar",43,BMUP,3778
cand3779,"Vishal Prakashbapu Patil",38,SWP,3779
cand3780,"Abhijit Wamanrao Awade Bichukle",43,IND,3780
cand3781,"Adhikrao Sampat Channe",39,IND,3781
cand3782,"Dattatray Pandit Patil",47,IND,3782
cand3783,"Narayan Chandar Mulik",45,IND,3783
cand3784,"Bhaktraj Raghunath Thigale",54,IND,3784
cand3785,"Himmat Pandurang Koli",47,IND,3785
cand3786,"ANAND RAMESH THORAWADE",39,BSP,3786
cand3787,"SHRIMANT CHH. UDAYANRAJE PRATAPSINHMAHARAJ BHONSLE",53,NCP,3787
cand3788,"NARENDRA ANNASAHEB PATIL",44,SHS,3788
cand3789,"DILIP SHRIRANG JAGTAP",48,BARESP,3789
cand3790,"SAHADEO KERAPPA AIWALE",63,VBA,3790
cand3791,"ABHIJIT WAMANRAO BICHUKALE",43,IND,3791
cand3792,"PUNJABRAO MAHADEV PATIL (TALGAONKAR)",53,IND,3792
cand3793,"SHAILENDRA RAMAKANT VEER",44,IND,3793
cand3794,"SAGAR SHARAD BHISE",31,IND,3794
cand3795,"Kishor Sidu Varak",29,BSP,3795
cand3796,"Navinchandra Bhalchandra Bandivadekar",62,INC,3796
cand3797,"Vinayak Raut",65,SHS,3797
cand3798,"Nilesh Narayan Rane",38,MSHP,3798
cand3799,"Bhikuram Kashiram Palkar",63,BMUP,3799
cand3800,"Maruti Ramchandra Joshi",74,VBA,3800
cand3801,"Rajesh Dilipkumar Jadhav",32,BARESP,3801
cand3802,"Adv. Sanjay Sharad Gangnaik",51,SMFB,3802
cand3803,"Amberkar Pandharinath Vidyadhar",39,IND,3803
cand3804,"Narayan Dasharath Gavas",41,IND,3804
cand3805,"Nilesh Bhikaji Bhatade",28,IND,3805
cand3806,"Vinayak Lavu Raut",47,IND,3806
cand3807,"Dundappa Kundappa Shrikant Sir",68,BSP,3807
cand3808,"Dhananjay Mahadik",47,NCP,3808
cand3809,"Sanjay Sadashivrao Mandlik",54,SHS,3809
cand3810,"Dr. Aruna Mohan Mali",37,VBA,3810
cand3811,"Kisan Keraba Katkar",64,BALP,3811
cand3812,"Dayanand Maruti Kamble",37,BARESP,3812
cand3813,"Nagratna Siddharth",48,BMUP,3813
cand3814,"Paresh Dattatray Bhosale",38,IND,3814
cand3815,"Bajirao Sadashiv Naik",39,IND,3815
cand3816,"Mane Arvind Bhiva",51,IND,3816
cand3817,"Mulla Mushtak Ajij",47,IND,3817
cand3818,"Yuvraj Bhimrao Desai",35,IND,3818
cand3819,"Rajendra Balaso Koli (Galatage)",55,IND,3819
cand3820,"Sandeep Gundopant Sankpal",38,IND,3820
cand3821,"Sandeep Bhairavnath Kogale",33,IND,3821
cand3822,"Ajay Prakash Kurane",44,BSP,3822
cand3823,"Dhairyasheel Sambhajirao Mane",38,SHS,3823
cand3824,"Aslam Badshahaji Sayyad",56,VBA,3824
cand3825,"Prof. Dr. Prashant Gangawane",36,BARESP,3825
cand3826,"Madan Vajir Sardar",39,BMUP,3826
cand3827,"Raju Mujikrao Shetty",67,BAHUMP,3827
cand3828,"Raju Anna Shetti",51,SWP,3828
cand3829,"Anandrao Vasantrao Sarnaik (Fouji Bapu)",58,IND,3829
cand3830,"Aitawade Vidyasagar Devappa",73,IND,3830
cand3831,"Kamble Vishwas Ananda",52,IND,3831
cand3832,"Kishor Rajaram Panhalkar",26,IND,3832
cand3833,"Dr. Nitin Udal Bhat",33,IND,3833
cand3834,"Patil Raghunath Ramchandra",68,IND,3834
cand3835,"Mahadev Jagannath Jagadale",35,IND,3835
cand3836,"Vijay Bhagwan Chougule",42,IND,3836
cand3837,"Sangramsinh Jaysingrao Gaikwad",61,IND,3837
cand3838,"Sanjay Ghanshyam Agrawal",49,IND,3838
cand3839,"OINAM NABAKISHORE SINGH",59,INC,3839
cand3840,"MOIRANGTHEM NARA SINGH",69,CPI,3840
cand3841,"DR RAJKUMAR RANJAN SINGH",67,BJP,3841
cand3842,"R.K. ANAND",59,NEINDP,3842
cand3843,"OINAM JUGINDRO SINGH",68,MPEP,3843
cand3844,"DR. G. TONSANA SHARMA",69,MDPF,3844
cand3845,"SENJAM NANDESHWORE SINGH",60,RJSNP,3845
cand3846,"MD. ILIYASH KHAN",34,IND,3846
cand3847,"M. TOTOMSHANA NONGSHABA",40,IND,3847
cand3848,"RAJKUMAR SOMENDRO SINGH (KAIKU)",40,IND,3848
cand3849,"WAHENGBAM PABITRA SINGH",35,IND,3849
cand3850,"Angam Karung Kom",63,NCP,3850
cand3851,"K. James",56,INC,3851
cand3852,"Thangminlien Kipgen",64,NPEP,3852
cand3853,"Lorho S. Pfoze",59,NPF,3853
cand3854,"Houlim Shokhopao Mate",36,BJP,3854
cand3855,"Ashang Kasar",43,NEINDP,3855
cand3856,"Hangkhanpau Taithul",55,JD(U),3856
cand3857,"Leikhan Kaipu",54,IND,3857
cand3858,"JEMINO MAWTHOH",54,UDP,3858
cand3859,"SANBOR SHULLAI",52,BJP,3859
cand3860,"VINCENT H. PALA",51,INC,3860
cand3861,"ROMEO PHIRA RANI",51,IND,3861
cand3862,"SAMUEL HASHAH",32,IND,3862
cand3863,"T.H.S. BONNEY",58,IND,3863
cand3864,"AGATHA K. SANGMA",38,NPEP,3864
cand3865,"DR. MUKUL SANGMA",53,INC,3865
cand3866,"RIKMAN GARREY MOMIN",55,BJP,3866
cand3867,"C LALROSANGA",62,MNF,3867
cand3868,"NIRUPAM CHAKMA",59,BJP,3868
cand3869,"TBC LALVENCHHUNGA",36,PRISMP,3869
cand3870,"LAL HRIATRENGA CHHANGTE",54,IND,3870
cand3871,"LALNGHINGLOVA HMAR",41,IND,3871
cand3872,LALTHLAMUANI,63,IND,3872
cand3873,"K L Chishi",75,INC,3873
cand3874,"Hayithung Tungoe",38,NPEP,3874
cand3875,"Tokheho Yepthomi",62,NDPP,3875
cand3876,"Dr. M M Thromwa Konyak",40,IND,3876
cand3877,"Kousika Suna",41,BSP,3877
cand3878,"Pradeep Kumar Debta",51,INC,3878
cand3879,"Prasanna Acharya",69,BJD,3879
cand3880,"Suresh Pujari",59,BJP,3880
cand3881,"Kulamani Urma",50,IND,3881
cand3882,"M D Nizamuddin",34,IND,3882
cand3883,"George Tirkey",60,INC,3883
cand3884,"Jual Oram",58,BJP,3884
cand3885,"Sunita Biswal",39,BJD,3885
cand3886,"Justin Lugun",43,SUCI(C),3886
cand3887,"Dayananda Bhitria",52,HND,3887
cand3888,"Basil Ekka",50,AAAP,3888
cand3889,"Udit Chandra Amat",65,IND,3889
cand3890,"Miss Juspin Lakra",48,IND,3890
cand3891,"NALINI KANTA PRADHAN",61,BJD,3891
cand3892,"NITESH GANGA DEB",47,BJP,3892
cand3893,"MD. MUSTUKIM",48,BSP,3893
cand3894,"SARAT PATTANAYAK",62,INC,3894
cand3895,"Atma Ram Supkar",60,PSPL,3895
cand3896,"ASHUTOSH KUMAR HANUMAN",29,BHAPRAP,3896
cand3897,"NABAKISHORE PRADHAN",51,SUCI(C),3897
cand3898,"PRABHAT KUMAR DHARUA",64,GGP,3898
cand3899,"BINAY OCEAN",27,APOI,3899
cand3900,"SANTOSHINI KARNA",45,ANC,3900
cand3901,"KANHU CHARAN SANBAD",65,IND,3901
cand3902,"Ananta Nayak",49,BJP,3902
cand3903,"Chandrani Murmu",25,BJD,3903
cand3904,"Durga Chandra Pingua",31,BSP,3904
cand3905,"Mohan Kumar Hembram",43,INC,3905
cand3906,"Prafulla Nayak",41,AIFB,3906
cand3907,"Ramesh Laguri",35,BMUP,3907
cand3908,"Dr. Sudarshan Lohar",72,RAIM,3908
cand3909,"Lalmohan Hansda",63,ABHM,3909
cand3910,"DR DEBASHIS MARNDI",41,BJD,3910
cand3911,"BISHWESWAR TUDU",54,BJP,3911
cand3912,"RAMCHANDRA SINGH",34,BSP,3912
cand3913,"ANJANI SOREN",47,JMM,3913
cand3914,"BHARAT CHANDRA SINGH",43,BMUP,3914
cand3915,"NANDA KISHORE KISKU",70,IND,3915
cand3916,"PARBATI PURTY",47,IND,3916
cand3917,"RABINDRA NATH SINGH",59,IND,3917
cand3918,"NAVAJYOTI PATNAIK",46,INC,3918
cand3919,"PRATAP CHANDRA SARANGI",64,BJP,3919
cand3920,"RABINDRA KUMAR JENA",51,BJD,3920
cand3921,"HAJI SK ABDUL ISTAR",51,AITC,3921
cand3922,"MOHAMMED ALLI",54,ANC,3922
cand3923,"RAMAKANTA PANDA",39,PUJP,3923
cand3924,SUBHASH,26,PSPL,3924
cand3925,"JAGANNATH DAS",44,IND,3925
cand3926,"BASANTALATA PATTANAYAK",66,IND,3926
cand3927,"JADUNATH SETHI",47,IND,3927
cand3928,"RAMANATH BARIK",72,IND,3928
cand3929,"SAROJ KUMAR PANDA",48,IND,3929
cand3930,"AVIMANYU SETHI",49,BJP,3930
cand3931,"TILOTTAMA JENA",47,AITC,3931
cand3932,"MADHUMITA SETHI",42,INC,3932
cand3933,"MANJULATA MANDAL",42,BJD,3933
cand3934,"MURALIDHAR JENA",70,BSP,3934
cand3935,"KIRTAN BIHARI MALIK",65,SUCI(C),3935
cand3936,"LAXMIPRIYA JENA",27,KS,3936
cand3937,"PITAMBAR SETHI",61,IND,3937
cand3938,"AMIYA KANTA MALLICK",61,BJP,3938
cand3939,"MANAS JENA",50,INC,3939
cand3940,"SARMISTHA SETHI",45,BJD,3940
cand3941,"TILOTTAMA SETHY",35,PBI,3941
cand3942,"BHIMA SEN BEHERA",54,FPI,3942
cand3943,"RANJIT MALIK",50,BMUP,3943
cand3944,"SUNAKAR BEHERA",66,JPJD,3944
cand3945,"SUBASA CHANDRA MALIK",52,SUCI(C),3945
cand3946,"RAJA KAMAKHYA PRASAD SINGH DEO",77,INC,3946
cand3947,"PRADYUMNA KUMAR NAIK",43,BSP,3947
cand3948,"MAHESH SAHOO",58,BJD,3948
cand3949,"RUDRA NARAYAN PANY",59,BJP,3949
cand3950,"PRIYABRATA GARNAIK",39,HND,3950
cand3951,"BIJAYA KUMAR BEHERA",48,APOI,3951
cand3952,"MANASI SWAIN",36,SUCI(C),3952
cand3953,"RANJAN KUMAR SAHOO",49,BMFP,3953
cand3954,"SAROJ KUMAR SATPATHY",47,SKD,3954
cand3955,"Kalikesh Narayan Singh Deo",45,BJD,3955
cand3956,"Rana Nag",66,BSP,3956
cand3957,"Samarendra Mishra",45,INC,3957
cand3958,"Sangeeta Kumari Singh Deo",57,BJP,3958
cand3959,"DINESH NAG",49,APOI,3959
cand3960,"Suresh Kumar Putel",43,BMUP,3960
cand3961,"Hrudananda Karuan",39,SUCI(C),3961
cand3962,"Dr. Bipin Kusulia",50,IND,3962
cand3963,"PUSPENDRA SINGH DEO",52,BJD,3963
cand3964,"PREMANANDA BAG",62,BSP,3964
cand3965,"BASANTA KUMAR PANDA",58,BJP,3965
cand3966,"BHAKTA CHARAN DAS",60,INC,3966
cand3967,"KAMALINI YADAV",43,BMUP,3967
cand3968,"CHHABILAL NIAL",42,APOI,3968
cand3969,"HATIRAM DURGA",60,IND,3969
cand3970,"CHANDRADHWAJ MAJHI",59,BSP,3970
cand3971,"PRADEEP KUMAR MAJHI",43,INC,3971
cand3972,"BALABHADRA MAJHI",57,BJP,3972
cand3973,"RAMESH CHANDRA MAJHI",40,BJD,3973
cand3974,"ACHYUTANANDA SAMANTA",55,BJD,3974
cand3975,"Amir Nayak",36,BSP,3975
cand3976,"Manoj Kumar Acharya",37,INC,3976
cand3977,"Mahameghabahan Aira Kharabela Swain",66,BJP,3977
cand3978,"TUNA MALLICK",27,CPIM,3978
cand3979,"PANCHANAN KANUNGO",67,INC,3979
cand3980,"PRAKASH MISHRA",63,BJP,3980
cand3981,"PRAMOD KUMAR MALLICK",46,BSP,3981
cand3982,"BHARTRUHARI MAHTAB",62,BJD,3982
cand3983,"AKSHAYA KUMAR KAR",58,KRUP,3983
cand3984,"BISWAJIT GOSWAMI",27,KS,3984
cand3985,"RAJAKISHORE MALLIK",52,SUCI(C),3985
cand3986,"SOMIYA RANJAN DAS",31,BHAPRAP,3986
cand3987,"ASHOK PRADHAN",54,IND,3987
cand3988,"BRUNDABAN DAS AZAD",55,IND,3988
cand3989,"SANJAYA KUMAR SAHOO",34,IND,3989
cand3990,"Anubhav Mohanty",37,BJD,3990
cand3991,"DHARANIDHAR NAYAK",65,INC,3991
cand3992,"BAIJAYANT PANDA",55,BJP,3992
cand3993,"Rabindra Nath Behera",54,SP,3993
cand3994,"Srikanta Samal",40,KRUP,3994
cand3995,"Santosh Kumar Das",36,IND,3995
cand3996,"SANTOSH KUMAR PATRA",43,IND,3996
cand3997,"PRATIMA MALLICK",56,INC,3997
cand3998,"BIBHU PRASAD TARAI",55,BJP,3998
cand3999,"BIBHUTI BHUSAN MAJHI",47,BSP,3999
cand4000,"RAJASHREE MALLICK",54,BJD,4000
cand4001,"ANIL KUMAR BEHERA",29,FPI,4001
cand4002,"JAGANNATH MEGH",63,JPJD,4002
cand4003,"DIPAK KUMAR DAS",32,ABHM,4003
cand4004,"PEEYUUSH DAS",37,APOI,4004
cand4005,"SASMITA DAS",41,IND,4005
cand4006,"NRUSINGHA CHARAN DAS",71,BSP,4006
cand4007,"PINAKI MISRA",59,BJD,4007
cand4008,"SATYA PRAKASH NAYAK",51,INC,4008
cand4009,"Dr Sambit Patra",45,BJP,4009
cand4010,"JAYAPRAKASH SETHI",39,ABHM,4010
cand4011,"Mandakini Sethi",53,CPI(ML)(L),4011
cand4012,"RANJAN MISHRA",40,CPIM,4012
cand4013,"Sabyasachi Mohapatra",45,KS,4013
cand4014,"APARAJITA SARANGI",49,BJP,4014
cand4015,"Arup Mohan Patnaik",63,BJD,4015
cand4016,"JANARDAN PATI",71,CPIM,4016
cand4017,"SUBHRANSHU SEKHAR PADHI",43,AITC,4017
cand4018,"LALITA KUMAR NAYAK",50,BSP,4018
cand4019,"PRAMILA BEHERA",42,CPIM,4019
cand4020,"BISWANATH ROUT",60,KRUP,4020
cand4021,"BISWANATH RAMACHANDRA",74,FPI,4021
cand4022,"BHAKTA SEKHAR RAY",39,KS,4022
cand4023,"JAYANT KUMAR DAS",43,IND,4023
cand4024,"MADHU SUDAN YADAV",69,IND,4024
cand4025,"MAHESH CHANDRA SETHI",28,IND,4025
cand4026,"Susil Kumar Jena",53,IND,4026
cand4027,"Anita Subhadarshini",47,BJP,4027
cand4028,"Purna Chandra Nayak",29,BSP,4028
cand4029,"Pramila Bisoyi",70,BJD,4029
cand4030,"Rama Krushna Panda",47,CPI,4030
cand4031,"Rajeeb Chandra Khadanga",45,AIFB,4031
cand4032,"Sankar Sahu",43,CPIM,4032
cand4033,"Chakradhar Sahu",62,IND,4033
cand4034,"K. Shyambabu Subudhi",83,IND,4034
cand4035,"V.CHANDRASEKHAR NAIDU",52,INC,4035
cand4036,"CHANDRA SEKHAR SAHU",68,BJD,4036
cand4037,"TIRUPATHI RAO KARANAM",50,BSP,4037
cand4038,"BHRUGU BAXIPATRA",44,BJP,4038
cand4039,"SRIHARI PATNAIK",61,OPD,4039
cand4040,"SOMANATH BEHERA",40,SUCI(C),4040
cand4041,"CHAKRADHAR SAHU",62,IND,4041
cand4042,"K. SHYAMBABU SUBUDHI",83,IND,4042
cand4043,"KAUSALYA HIKAKA",33,BJD,4043
cand4044,"JAYARAM PANGI",63,BJP,4044
cand4045,"BHASKAR MUTUKA",61,BSP,4045
cand4046,"SAPTAGIRI SANKAR ULAKA",40,INC,4046
cand4047,"DAMODARA SABAR",67,CPI(ML)(L),4047
cand4048,"BANAMALI MAJHI",45,APOI,4048
cand4049,"RAJENDRA KENDRUKA",27,CPIM,4049
cand4050,"SUNNY DEOL",59,BJP,4050
cand4051,"SUNIL JAKHAR",65,INC,4051
cand4052,"PETER MASIH",37,AAAP,4052
cand4053,"ASHWANI KUMAR HAPPY",35,CPI(ML)(L),4053
cand4054,"JASBIR SINGH",33,BSP(A),4054
cand4055,"PRITAM SINGH BHATTI",63,JANSP,4055
cand4056,"MANGAL SINGH",41,DPI,4056
cand4057,"YASH PAUL",30,BMUP,4057
cand4058,"LAL CHAND KATARU CHAK",49,RMPOI,4058
cand4059,"AMANDEEP SINGH GHOTRA",39,IND,4059
cand4060,"SUKRIT SHARDA",54,IND,4060
cand4061,"HARPREET SINGH",39,IND,4061
cand4062,"KARAM SINGH",42,IND,4062
cand4063,"KASIM DEEN",44,IND,4063
cand4064,"PARAMPREET SINGH",25,IND,4064
cand4065,"HARDEEP SINGH PURI",67,BJP,4065
cand4066,"KULDIP SINGH DHALIWAL",58,AAAP,4066
cand4067,"GURJEET SINGH AUJLA",46,INC,4067
cand4068,"DASWINDER KAUR",55,CPI,4068
cand4069,"SATNAM SINGH",30,DPIN,4069
cand4070,"KAWALJIT SINGH SAHOTA",39,BSP(A),4070
cand4071,"KEWAL KRISHAN",63,BMUP,4071
cand4072,"GAGANDEEP KUMAR",37,SHS,4072
cand4073,"LAKHWINDER SINGH SIDHU",58,RPI(A),4073
cand4074,"SARABJIT SINGH",44,IND,4074
cand4075,"SHAMSHER SINGH",45,IND,4075
cand4076,"SANJEEV KUMAR",44,IND,4076
cand4077,"SHAM LAL GANDHIWADI",36,IND,4077
cand4078,"SUNIL KUMAR BHATTI",44,IND,4078
cand4079,"SUNIL KUMAR MATTU",32,IND,4079
cand4080,"SHUBHAM KUMAR",25,IND,4080
cand4081,"SUMAN SINGH",37,IND,4081
cand4082,"SURJIT SINGH",62,IND,4082
cand4083,"HARJINDER SINGH",27,IND,4083
cand4084,"KASHMIR SINGH",60,IND,4084
cand4085,"KABAL SINGH",58,IND,4085
