cand_id,cand_name,party_name,state,const_name
cand3263,"ADV. SHARAD BAHINAJI KAMBLE","All India National Raksha Sena",Maharashtra,Beed
cand3264,"SAIYYAD SARFARAZ GANDHI",Independent,"Uttar Pradesh",Unnao
cand3265,"LATIF JABBAR KHAN",Independent,Maharashtra,Aurangabad
cand3266,"PASULA RAVI","Republican Party of India (Athawale)",Telangana,Warangal
cand3267,"KALI CHARAN MUNDA","Indian National Congress",Jharkhand,Khunti
cand3268,"RAM BADAN RAI","Karpoori Janta Dal",Bihar,Begusarai
cand3269,"DEVARAPOGU MADDILETY",Independent,"Andhra Pradesh",Kurnool
cand327,"SUKHVINDER SINGH",Independent,Punjab,Patiala
cand3270,"DR.  BASWANANDAM DANDEPU","Bahujan Samaj Party",Telangana,Secunderabad
cand3271,"SAMAREDDY BALAKRISHNA",Independent,"Andhra Pradesh",Araku
cand3272,"RAMAVTH CHINNA RAMAPPA NAIK","Jaibhim Rao Bharat Party","Andhra Pradesh",Anantapur
cand3273,"GANESH RAVI",Independent,Jharkhand,Palamu
cand3274,"KOTHAPALLI SAVITHRI","Marxist Communist Party of India (United)",Telangana,Warangal
cand3275,"MARISERLA KRISHNAMURTHY NAIDU",Independent,"Andhra Pradesh",Vizianagaram
cand3276,"NITIN VERMA",Independent,"Madhya Pradesh",DEWAS
cand3277,"PENUMURU. GURAPPA","Bahujan Samaj Party","Andhra Pradesh",Tirupati
cand3278,"MANOJ BHASKAR GARBADE",Independent,Maharashtra,Maval
cand3279,"ANOSE KATKOORI",Independent,Telangana,Karimnagar
cand328,"SANJIB CHATTERJEE","All India Forward Bloc","West Bengal",Barasat
cand3280,"UMAR BHASHA SHAIK","Jana Sahayaka Sakthi","Andhra Pradesh",Guntur
cand3281,"RAJESWARA RAO KONDRU","Bharatheeya Jawan Kisan Party","Andhra Pradesh",Eluru
cand3282,"MESRAM JANGUBAPU","Bahujan Samaj Party",Telangana,Adilabad
cand3283,"DATLA LURTHU MERI","Jaibhim Rao Bharat Party","Andhra Pradesh",Vijayawada
cand3284,"SYED ANWAR","United States of India Party",Telangana,Hyderabad
cand3285,"SAPAVAT SUMAN",Independent,Telangana,Secunderabad
cand3286,"REENA LEONG",Independent,"West Bengal","Bardhaman Durgapur"
cand3287,"VENUMBAKA VIJAYASAI REDDY","Yuvajana Sramika Rythu Congress Party","Andhra Pradesh",Nellore
cand3288,"ISHWARLAL VARSHI",Independent,"Madhya Pradesh",UJJAIN
cand3289,"PRATHAP REDDY GORLA",Independent,"Andhra Pradesh",Hindupur
cand329,"NUSRAT ANSARI",Independent,"Uttar Pradesh",Ghazipur
cand3290,"PRASHANT VASANT NIKAM",Independent,Maharashtra,Shirdi
cand3291,"ABBAGONI ASHOK GOUD","Bahujana Left Party",Telangana,Nizamabad
cand3292,"MAHESH PARMAR","Indian National Congress","Madhya Pradesh",UJJAIN
cand3293,"BOYA SURESH",Independent,"Andhra Pradesh",Kurnool
cand3294,"GOGULA SUGUNAMMA","Jai Maha Bharath Party","Andhra Pradesh",Nandyal
cand3295,"MUNNA LAL","Naari Nar Rakshak Party","Uttar Pradesh",Hardoi
cand3296,"MOHAMMED AYUB ALI","Anna YSR Congress Party",Telangana,Secunderabad
cand3297,"AJAY KUMAR","Bharatiya Janata Party","Uttar Pradesh",Kheri
cand3298,"IMTIAZ JALEEL SYED",Independent,Maharashtra,Aurangabad
cand3299,"SALVERU RAMESH","Indian Praja Congress",Telangana,Hyderabad
cand33,"LIPI KUMARI",Independent,Bihar,Jahanabad
cand330,"DILBAGH SINGH","All India Mazdoor Party (Rangreta)",Punjab,"Khadoor Sahib"
cand3300,"MUKESH KUMAR  (BHARTI)","Rashtriya Vikalp Party","Uttar Pradesh",Kheri
cand3301,"MITHILESH MAHTO",Independent,Bihar,Darbhanga
cand3302,"RAVVA. BHADRAMMA","Dharma Samaj Party",Telangana,Mahabubabad
cand3303,"TANGELLA UDAY SRINIVAS  (TEA TIME UDAY)","Janasena Party","Andhra Pradesh",Kakinada
cand3304,"PRABHAKAR REDDY VEMIREDDY","Telugu Desam","Andhra Pradesh",Nellore
cand3305,"BALAGAM NAYAKAR",Independent,"Andhra Pradesh",Narsapuram
cand3306,"ISHWARLAL VARSHI",Independent,"Madhya Pradesh",UJJAIN
cand3307,"POOLA REDDY SEKHAR",Independent,"Andhra Pradesh",Rajampet
cand3308,"UMESH MAHADEV MHETRE",Independent,Maharashtra,Shirur
cand3309,"MALLIKARJUNA VAJJALA","Indian National Congress","Andhra Pradesh",Anantapur
cand331,"RAVI KANT SINGH URF RAVI PATEL","Sardar Patel Siddhant Party","Uttar Pradesh",Ballia
cand3310,"MALAVAT VITHAL",Independent,Telangana,Nizamabad
cand3311,"KARUKONDA SRINIVAS YADAV",Independent,Telangana,Mahabubnagar
cand3312,"JOGI VEERANJANEYULU",Independent,"Andhra Pradesh",Machilipatnam
cand3313,"ANNU TANDON","Samajwadi Party","Uttar Pradesh",Unnao
cand3314,DINESH,Independent,Telangana,Mahabubnagar
cand3315,"LINGIDI. VENKATESWARLU","Prajavani  Party",Telangana,Bhongir
cand3316,"CHALLAPALLI RATAN RAJU","Viduthalai Chiruthaigal Katchi","Andhra Pradesh",Guntur
cand3317,"ASHOK PASWAN ADVOCATE","Sabhi Jan Party","Uttar Pradesh",Kanpur
cand3318,"MALAVAT VITHAL",Independent,Telangana,Nizamabad
cand3319,"DR. NAVAL KISHOR SHAKYA","Samajwadi Party","Uttar Pradesh",Farrukhabad
cand332,"SIDHARTH SWARUP DASH","Indian National Congress",Odisha,Kendrapara
cand3320,"PULI SREENIVASULU",Independent,"Andhra Pradesh",Rajampet
cand3321,"MADHAVI LATHA KOMPELLA","Bharatiya Janata Party",Telangana,Hyderabad
cand3322,"MUDIT CHAURASIA",Independent,"Madhya Pradesh",INDORE
cand3323,"BOMMALA VIJAY KUMAR",Independent,Telangana,Medak
cand3324,"BABASAHEB PATIL SHINDE",Independent,Maharashtra,Jalna
cand3325,"DADIGE RAJENDAR",Independent,Telangana,Medak
cand3326,"CHILUMULLA SUJATHA",Independent,Telangana,Warangal
cand3327,"BHIMRAO AMBEDKAR","Bahujan Samaj Party","Uttar Pradesh",Hardoi
cand3328,"KAVALI SUKUMAR",Independent,Telangana,Chevella
cand3329,"DARWARI URF  DARWARI LAL  CHAUHAN","Janta Kranti Party","Uttar Pradesh",Kheri
cand333,"PIYUSH SINGH","Shoshit Samaj Dal",Bihar,Jahanabad
cand3330,"AGA SYED RUHULLAH MEHDI","Jammu and Kashmir National Conference","Jammu and Kashmir",SRINAGAR
cand3331,VIJAYA,Independent,Telangana,Mahabubnagar
cand3332,"DURGAM RAMULU",Independent,Telangana,Peddapalle
cand3333,"APPALANAIDU KALISETTI","Telugu Desam","Andhra Pradesh",Vizianagaram
cand3334,"NAGARAJU JETTI",Independent,"Andhra Pradesh",Rajampet
cand3335,"MARLA ANJANEYULU","Jai Swaraj Party",Telangana,Mahabubnagar
cand3336,"KOLISETTY SHIVA KUMAR","Yuga Thulasi Party",Telangana,Secunderabad
cand3337,"BASTIPATI NAGARAJU PANCHALINGALA","Telugu Desam","Andhra Pradesh",Kurnool
cand3338,"YADISHWAR NAKKA","Telangana Republican Party",Telangana,Malkajgiri
cand3339,"SHIV KUMAR",Independent,"Uttar Pradesh",Shahjahanpur
cand334,"KAMALJIT SINGH",Independent,Punjab,Ludhiana
cand3340,"HARNANDAN SINGH",Independent,"Uttar Pradesh",Farrukhabad
cand3341,"GANGADEVI MESRAM","Dharma Samaj Party",Telangana,Adilabad
cand3342,"WAKHARE PRADIP PANDURANG",Independent,Maharashtra,Shirur
cand3343,"SAIDI REDDY SHANAMPUDI","Bharatiya Janata Party",Telangana,Nalgonda
cand3344,"BETHA VIVEKANANDA MAHARAJ",Independent,"Andhra Pradesh",Srikakulam
cand3345,"ARVIND DHARMAPURI","Bharatiya Janata Party",Telangana,Nizamabad
cand3346,"RAVINDRA RANJIT VALVI","Bharat Adivasi Party",Maharashtra,Nandurbar
cand3347,"NARENDRAA VEMULA","Jai Swaraj Party",Telangana,Bhongir
cand3348,"URELLI YELLAIAH","Viduthalai Chiruthaigal Katchi",Telangana,Medak
cand3349,"RAJARAM NARAYAN PATIL","Bahujan Samaj Party",Maharashtra,Maval
cand335,"KAKOLI GHOSH DASTIDAR","All India Trinamool Congress","West Bengal",Barasat
cand3350,SAKASEN,"Sardar Patel Siddhant Party","Uttar Pradesh",Dhaurahra
cand3351,"K. JEEVARATHNAM",Independent,"Andhra Pradesh",Tirupati
cand3352,"Dr. MARAPALLY SUDHEER KUMAR","Bharat Rashtra Samithi",Telangana,Warangal
cand3353,"KOLLI NAGA RAJU",Independent,"Andhra Pradesh",Visakhapatnam
cand3354,"JITENDRA MUNIYA","Bharat Adivasi Party","Madhya Pradesh",DHAR
cand3355,"PRADEEP PENAMADU","All India Forward Bloc","Andhra Pradesh",Rajampet
cand3356,"AHMAD RAHIM SAIKH BAGWAN",Independent,Maharashtra,Jalna
cand3357,"RAVINDRA RANJIT VALVI",Independent,Maharashtra,Nandurbar
cand3358,"KHARAT NACHIKET RAGHUNATH",Independent,Maharashtra,Shirdi
cand3359,"KRISHNA PRASAD TENNETI","Telugu Desam","Andhra Pradesh",Bapatla
cand336,"RANGI KHAN","Aam Janata Party",Punjab,Sangrur
cand3360,"BANJAPALLY SUDHA RANI",Independent,Telangana,Malkajgiri
cand3361,"INDRAJEET KUMAR ROY",Independent,Bihar,Begusarai
cand3362,"CHILAKABATHINI STALIN",Independent,Telangana,Khammam
cand3363,"EESARI SURYAPRAKASH REDDY",Independent,Telangana,Chevella
cand3364,"SAMUDRALA CHINNA KOTAIAH","Jaibhim Rao Bharat Party","Andhra Pradesh",Guntur
cand3365,"BRAJESH KUMAR TURI","Rashtriya Samanta Dal",Jharkhand,Palamu
cand3366,"GANESH BHARGAVI GUNDE","Jai Bharat National Party",Telangana,Secunderabad
cand3367,"B R AHIRWAR","Bahujan Samaj Party","Uttar Pradesh",Misrikh
cand3368,"GANTLAVELLI RAKESH","Dharma Samaj Party",Telangana,Mahabubnagar
cand3369,"SUBASH KASHINATH SARODE",Independent,Maharashtra,Shirur
cand337,SUDHANSHU,Independent,"Uttar Pradesh",Gorakhpur
cand3370,"ESHWAR KOPPULA","Bharat Rashtra Samithi",Telangana,Peddapalle
cand3371,"BIKKAVOLU. CHALAMAJI","Navarang Congress Party","Andhra Pradesh",Visakhapatnam
cand3372,N.BHUPATHI,Independent,"Andhra Pradesh",Chittoor
cand3373,"PAGADALA KODANDA",Independent,"Andhra Pradesh",Kurnool
cand3374,"ABHILASH CHELIMELA",Independent,Telangana,Medak
cand3375,"ADHIR SWARNAKAR",Independent,"West Bengal",Baharampur
cand3376,"RADHESHYAM MUVEL","Indian National Congress","Madhya Pradesh",DHAR
cand3377,"PRAKASH BHAGWANRAO SOLANKE",Independent,Maharashtra,Beed
cand3378,"BOODIDHA THIRUPATHI",Independent,Telangana,Peddapalle
cand3379,"VIPIN KUMAR","Rashtriya Sanskriti Party","Uttar Pradesh",Akbarpur
cand338,"SHAM LAL GANDHIWADI",Independent,Punjab,Amritsar
cand3380,"NALLI RAJESH",Independent,"Andhra Pradesh",Narsapuram
cand3381,"CHILAKABATHINI STALIN","Telugu Rajadhikara Samiti Party",Telangana,Khammam
cand3382,"PIDIDHI APPARAO",Independent,"Andhra Pradesh",Visakhapatnam
cand3383,"SAGAR SAMBHAJI PORE",Independent,Maharashtra,Pune
cand3384,"DR GADDAM RANJITH REDDY","Indian National Congress",Telangana,Chevella
cand3385,"SIBA HATI","Samajwadi Party",Odisha,Kalahandi
cand3386,"ANILKUMAR GALI","Bharat Rashtra Samithi",Telangana,Zahirabad
cand3387,"DAGGUMALLA PRASADA RAO","Telugu Desam","Andhra Pradesh",Chittoor
cand3388,"VELURU. THEJOVATHI","Samajwadi Party","Andhra Pradesh",Tirupati
cand3389,"PRASHAST DHEER","All India Forward Bloc","Uttar Pradesh",Kanpur
cand339,"YASMIN ISLAM","Social Democratic Party Of India","West Bengal","Kolkata Dakshin"
cand3390,"SRIBHARAT MATHUKUMILI","Telugu Desam","Andhra Pradesh",Visakhapatnam
cand3391,"KRANTI PANDEY","Bahujan Samaj Party","Uttar Pradesh",Farrukhabad
cand3392,"ERRA SURYAM","Viduthalai Chiruthaigal Katchi",Telangana,Bhongir
cand3393,"BETHA VIVEKANANDA MAHARAJ",Independent,"Andhra Pradesh",Srikakulam
cand3394,"BHASKAR BANSIDHARRAO KHANDE",Independent,Maharashtra,Beed
cand3395,"RAPELLY SRINIVAS",Independent,Telangana,Nizamabad
cand3396,"SAGAR PRABHAKAR PATIL",Independent,Maharashtra,Raver
cand3397,"BHATTU SRINIVAS","Jai Bharat National Party",Telangana,Khammam
cand3398,"UMAKANT RAMESHWAR MISHRA",Independent,Maharashtra,Maval
cand3399,"SAIF KHAN","Parcham Party of India","Uttar Pradesh",Unnao
cand34,"PARAMJIT SINGH",Independent,Punjab,"Khadoor Sahib"
cand340,"BIKASH SARKAR","Mulnibasi Party of India","West Bengal",Barasat
cand3400,"DR PRADEEP KUMAR PANIGRAHY","Bharatiya Janata Party",Odisha,Berhampur
cand3401,"ALEKAR GORAKH DASHRATH",Independent,Maharashtra,Ahmednagar
cand3402,"GAJULA SOMA SEKHAR","Jai Bharat National Party","Andhra Pradesh",Nellore
cand3403,"KASOJU SRIKANTH",Independent,Telangana,Medak
cand3404,"JALEEL AHMED",Independent,Telangana,Chevella
cand3405,"APPARAO ENNETI",Independent,"Andhra Pradesh",Machilipatnam
cand3406,"SUSHILKUMAR JAHANGIR PAWARA",Independent,Maharashtra,Nandurbar
cand3407,"E ANIL KUMAR",Independent,"Andhra Pradesh",Nandyal
cand3408,"AFSAR KHAN YASEEN KHA","Vanchit Bahujan  Aaghadi",Maharashtra,Aurangabad
cand3409,"KARRA SIVA","Pyramid Party of India","Andhra Pradesh",Tirupati
cand341,"RANJIT KUMAR MANDAL",Independent,"West Bengal",Jadavpur
cand3410,"P. VENKATRAMA REDDY","Bharat Rashtra Samithi",Telangana,Medak
cand3411,"BODA PRASHANTH",Independent,Telangana,Mahabubabad
cand3412,"PULLANGARI SANDEEP KUMAR REDDY",Independent,Telangana,Mahabubnagar
cand3413,"ARPANA HANS","Jharkhand Party",Jharkhand,Khunti
cand3414,"BUDILI DHANUNJAYA","National Nava Kranthi Party","Andhra Pradesh",Hindupur
cand3415,"RAMCHANDAR NICHHAKOLA","Dalita Bahujana Party",Telangana,Peddapalle
cand3416,"ASHOK TALARI",Independent,Telangana,Zahirabad
cand3417,"KAMESHWAR BAITHA","Bahujan Samaj Party",Jharkhand,Palamu
cand3418,"DR. DEVYANI PANDIT",Independent,Maharashtra,Pune
cand3419,"RAMESH AWASTHI","Bharatiya Janata Party","Uttar Pradesh",Kanpur
cand342,"RAJ KUMAR","Aam Aadmi Party",Punjab,Hoshiarpur
cand3420,"KAMBLE MAROTI DASHARATH",Independent,Maharashtra,Jalna
cand3421,"AFSAR KHAN YASEEN KHA",Independent,Maharashtra,Aurangabad
cand3422,"PANDITI. GURAPPA.","Bahujan Samaj Party","Andhra Pradesh",Kadapa
cand3423,"MEKALA SUMAN","Dharma Samaj Party",Telangana,Warangal
cand3424,"MADAVARAPU NAGA RAJU",Independent,"Andhra Pradesh",Guntur
cand3425,"HAKIKAT SINGH","Jammu and Kashmir National Panthers Party (Bhim)","Jammu and Kashmir",SRINAGAR
cand3426,"LAGUDU. GOVINDA RAO",Independent,"Andhra Pradesh",Visakhapatnam
cand3427,"RAJENDRA RADHAKISHAN MALVIYA","Indian National Congress","Madhya Pradesh",DEWAS
cand3428,"PROF. DR. ASHISH SUBHASH JADHAV",Independent,Maharashtra,Raver
cand3429,"ALOK MISHRA",Independent,"Uttar Pradesh",Kanpur
cand343,"MOHINDER PAL SINGH","Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann)",Punjab,Patiala
cand3430,"PURUSHOTTAM TIWARI",Independent,"Uttar Pradesh",Kannauj
cand3431,"MD KHALEEL UZ ZAMA",Independent,Telangana,Secunderabad
cand3432,"BHAGYA R S","Bahujan Samaj Party","Andhra Pradesh",Hindupur
cand3433,"LAGUDU. GOVINDA RAO",Independent,"Andhra Pradesh",Visakhapatnam
cand3434,"LAGUDU. GOVINDA RAO",Independent,"Andhra Pradesh",Visakhapatnam
cand3435,"DR. SIDDHARTH RAJENDRA TAKANKAR","Bahujan Samaj Party",Maharashtra,Beed
cand3436,"RAJENDRA DALABEHERA","Bharatiya Bikash Parishad",Odisha,Berhampur
cand3437,"GALIMUDI GEETHA",Independent,Telangana,Nagarkurnool
cand3438,"ASHOK BHAGOJI THORAT","Bahujan Maha Party",Maharashtra,Beed
cand3439,"GAGGERA VENKATA RAMANAIAH",Independent,"Andhra Pradesh",Nandyal
cand344,"AVADHESH VERMA",Independent,"Uttar Pradesh",Ballia
cand3440,"NARENDRA PATEL","Indian National Congress","Madhya Pradesh",KHANDWA
cand3441,"CHAITANYA KUMAR REDDY PELLAKURU",Independent,Telangana,Hyderabad
cand3442,"VIKRAM VASUNIYA","Janata Congress","Madhya Pradesh",DHAR
cand3443,"PRAVAL KUMAR",Independent,Bihar,Munger
cand3444,"JAHANGIR AHMED","Social Democratic Party Of India","Andhra Pradesh",Kurnool
cand3445,"DHUMSINGH MANDLOI MACHHAR","Bahujan Samaj Party","Madhya Pradesh",DHAR
cand3446,"YOGESH JAISWAL",Independent,"Uttar Pradesh",Akbarpur
cand3447,"ANJANEYULU NEERATI",Independent,Telangana,Chevella
cand3448,U.C.VENKATASUBBAIAH,"Jaathia Chethi Vruthula Ikya Vedika Party","Andhra Pradesh",Anantapur
cand3449,"RAMESHWAR SINGAR",Independent,"Madhya Pradesh",RATLAM
cand345,"GHANSHYAM PRASAD SINGH",Independent,Bihar,Nalanda
cand3450,"KANDAVALLI JEEVA DEVA DAYAKAR",Independent,"Andhra Pradesh",Eluru
cand3451,"SUNKARA SREEDHAR","Jai Bharat National Party","Andhra Pradesh",Kurnool
cand3452,"C SURENDRA NATHA REDDY",Independent,"Andhra Pradesh",Nandyal
cand3453,"JOBA MAJHI","Jharkhand Mukti Morcha",Jharkhand,Singhbhum
cand3454,"MOHAMMED RAFIUDDIN KALEEM","All India Majlis-E-Inquilab-E-Millat",Telangana,Secunderabad
cand3455,K.B.R.NAIDU,"Indian National Congress","Andhra Pradesh",Narsapuram
cand3456,"MAMTA ALIAS MUMTAJ BHIKARI TADVI",Independent,Maharashtra,Raver
cand3457,"ALLU SRIRAMULU",Independent,"Andhra Pradesh",Vizianagaram
cand3458,"CHOUDVARAM SUBBANARASAIAH",Independent,"Andhra Pradesh",Rajampet
cand3459,"UMASHANKAR SHYAMBABU YADAV","Bahujan Samaj Party",Maharashtra,Ahmednagar
cand346,"SEKHA SADIKA HOSEN","Bahujan Samaj Party",Odisha,Kendrapara
cand3460,"LUNAVATH HARI RAM",Independent,Telangana,Secunderabad
cand3461,"AMRITA KUMARI",Independent,Bihar,Samastipur
cand3462,"BALESH UPPARI",Independent,Telangana,Medak
cand3463,"ALI MANSOOR","Anna YSR Congress Party",Telangana,Nizamabad
cand3464,"BHANU PRATAP SINGH DOHRE",Independent,"Uttar Pradesh",Kannauj
cand3465,"MANOJ KUMAR","Bahujan Mukti Party","Uttar Pradesh",Kanpur
cand3466,"RAMESH CHANDRA","Samajwadi Party","Uttar Pradesh",Bahraich
cand3467,"VINOD KUMAR BOIANAPALLI","Bharat Rashtra Samithi",Telangana,Karimnagar
cand3468,"RAMESHWAR SINGAR",Independent,"Madhya Pradesh",RATLAM
cand3469,"DURGAM SANTHOSH","Prajarajya Samithi",Telangana,Peddapalle
cand347,"KUMAR HARI CHARAN SINGH YADAV","Bharatiya Momin Front",Bihar,Nalanda
cand3470,"ALEKAR GORAKH DASHRATH",Independent,Maharashtra,Ahmednagar
cand3471,"MAHENDRA DEVRAM KOLI",Independent,Maharashtra,Jalgaon
cand3472,"RAHUL RAGHUNATH OWHAL","Bahujan Samaj Party",Maharashtra,Shirur
cand3473,"SIVA PARVATHI",Independent,"Andhra Pradesh",Guntur
cand3474,"ASHOK BHAGOJI THORAT",Independent,Maharashtra,Beed
cand3475,"ADV. YOGESH DATTU GULLAPELLI",Independent,Maharashtra,Jalna
cand3476,"MOHD ALAUDDIN","Bahujan Samaj Party",Telangana,Mahabubnagar
cand3477,"DR. BALASAHEB ARJUN POL",Independent,Maharashtra,Pune
cand3478,"CHAVAN SUDHARSHAN","Anna YSR Congress Party",Telangana,Adilabad
cand3479,"CHILUVERU SRIKANTH","Dharma Samaj Party",Telangana,Karimnagar
cand348,"SILBHADRA DATTA","Bharatiya Janata Party","West Bengal","Dum dum"
cand3480,"KONETI SUJATHA","Bahujan Samaj Party",Telangana,Mahabubabad
cand3481,"MADHAV CHANDRA KUNKAL",Independent,Jharkhand,Singhbhum
cand3482,"ROOPA POLEPAKA",Independent,Telangana,Warangal
cand3483,"PANKAJ KUMAR",Independent,Bihar,Munger
cand3484,"CHAMAKURA RAJAIAH ALIAS PIDIKILI RAJU","Social Justice Party of India",Telangana,Malkajgiri
cand3485,"DR. YOGENDRA VITTHAL KOLTE",Independent,Maharashtra,Raver
cand3486,"ADHALGE LAXMAN SADASHIV",Independent,Maharashtra,Maval
cand3487,"ENG. ARJUN PARIHAR",Independent,"Madhya Pradesh",INDORE
cand3488,"SURYABHAN (ALIAS SURESH) DATTATRAYA LAMBE",Independent,Maharashtra,Ahmednagar
cand3489,"UDARI MALLESH",Independent,Telangana,Bhongir
cand349,"RAJINDER GHAI",Independent,Punjab,Ludhiana
cand3490,"SIRRA RAJU","Bahujan Samaj Party","Andhra Pradesh",Narsapuram
cand3491,"RAGHUMANI GOMANGO",Independent,Odisha,Koraput
cand3492,"DATTA SUDAM GAIKWAD",Independent,Maharashtra,Beed
cand3493,"KALIRAM BAHIRU POPALGHAT","Bhartiya Navjawan Sena (Paksha)",Maharashtra,Ahmednagar
cand3494,"ANITHA REDDY SHEELAM","Bahujan Samaj Party",Telangana,Malkajgiri
cand3495,"HAJRAT IMAMSAB PATEL",Independent,Maharashtra,Maval
cand3496,"SURESH BAGARI",Independent,"Madhya Pradesh",UJJAIN
cand3497,"MADAN KANIFNATH SONVANE","Right to Recall Party",Maharashtra,Ahmednagar
cand3498,"DR BYREDDY SHABARI","Telugu Desam","Andhra Pradesh",Nandyal
cand3499,"NAZEM KHAN JABBAR KHAN PATHAN",Independent,Maharashtra,Beed
cand35,"MANDAR SINGH",Independent,Punjab,"Anandpur Sahib"
cand350,"KAPIL CHAUHAN","Jan Janwadi Party",Bihar,Jahanabad
cand3500,"SUBHASH CHANDRA","All India Forward Bloc","Uttar Pradesh",Kannauj
cand3501,"RAMESHWAR SINGAR",Independent,"Madhya Pradesh",RATLAM
cand3502,"ANUSHA YERUVA",Independent,"Andhra Pradesh",Machilipatnam
cand3503,"ADV. YOGESH DATTU GULLAPELLI",Independent,Maharashtra,Jalna
cand3504,"SRINIVAS GOMASE","Bharatiya Janata Party",Telangana,Peddapalle
cand3505,"A. VARAPRASAD","Jatiya Jana Sena Party","Andhra Pradesh",Tirupati
cand3506,"ADV. DR. LAXMAN RAMBHAU DAMSE","Bharat Adivasi Party",Maharashtra,Shirur
cand3507,"SAMRENDRA KUMAR",Independent,"Uttar Pradesh",Dhaurahra
cand3508,"RANJIT REDDY GADE","Revolutionary Socialist Party",Telangana,Chevella
cand3509,"NAKKA DINESH","Bharatha Chaitanya Yuvajana Party","Andhra Pradesh",Nellore
cand351,"JASVIR SINGH GARHI","Bahujan Samaj Party",Punjab,"Anandpur Sahib"
cand3510,"SANDIP DADARAO MANKAR",Independent,Maharashtra,Aurangabad
cand3511,"MADHAVANENI RAGHUNANDAN RAO","Bharatiya Janata Party",Telangana,Medak
cand3512,"JUPAKA KIRAN",Independent,Telangana,Peddapalle
cand3513,"SUBROTO ROY","Ekam Sanatan Bharat Dal",Maharashtra,Pune
cand3514,"MOHAMMED IBRAHIM AHMED",Independent,Telangana,Secunderabad
cand3515,"SANJAY S/O LAKSHMAN SOLANKI","Bahujan Samaj Party","Madhya Pradesh",INDORE
cand3516,"DHAYAKAR GAJJI",Independent,Telangana,Warangal
cand3517,"BRAHMA PRASAD","Lok Jan Sangharsh Party","Uttar Pradesh",Hardoi
cand3518,"KISHOR KUMAR",Independent,Bihar,Ujiarpur
cand3519,"GANIPAKA PRADEEP",Independent,Telangana,Warangal
cand352,"RAJKUMAR PALIT","Mission Naya Digant Bharat","West Bengal","Kolkata Uttar"
cand3520,"GEETA KORA","Bharatiya Janata Party",Jharkhand,Singhbhum
cand3521,"SURESH DNYANOBA PATIL","Sainik Samaj Party",Maharashtra,Pune
cand3522,"ARUN KUMAR MYPATHI","All India Forward Bloc",Telangana,Mahabubabad
cand3523,"GULAB DAYARAM BHIL","Bharat Adivasi Party",Maharashtra,Raver
cand3524,"GANGADHAR HARIBHAU KOLEKAR",Independent,Maharashtra,Ahmednagar
cand3525,"PINKU PASWAN","Rashtriya Jansambhavna Party",Bihar,Samastipur
cand3526,"AJAY BABU BODA","Navarang Congress Party","Andhra Pradesh",Eluru
cand3527,"BALASHOWRY VALLABHANENI","Janasena Party","Andhra Pradesh",Machilipatnam
cand3528,"MANDALA GIRIDHARA RAO",Independent,"Andhra Pradesh",Araku
cand3529,"ATHRAM SUGUNA","Indian National Congress",Telangana,Adilabad
cand353,"BALJINDER SINGH",Independent,Punjab,Gurdaspur
cand3530,"KUNUKUNTLA RAMUDU",Independent,"Andhra Pradesh",Nandyal
cand3531,"BANASI NARAYANAPPA","Bahujan Samaj Party","Andhra Pradesh",Anantapur
cand3532,"GURUMOORTHY MADDILA","Yuvajana Sramika Rythu Congress Party","Andhra Pradesh",Tirupati
cand3533,"ABHILASH SHIRNA",Independent,Telangana,Medak
cand3534,"MARRI NEHEMIAH",Independent,Telangana,Nalgonda
cand3535,"MALLEBOINA PARAMESH YADAV",Independent,Telangana,Bhongir
cand3536,"G MALLESHAM GOUD",Independent,Telangana,Chevella
cand3537,"CHINTALAGARI VENKAT SWAMY","Blue India Party",Telangana,Chevella
cand3538,"B A SAMAD SHAHEEN","Indian National Congress","Andhra Pradesh",Hindupur
cand3539,"ADINARAYANA TADDI",Independent,"Andhra Pradesh",Vizianagaram
cand354,"AJEET KUMAR",Independent,Bihar,Nalanda
cand3540,"KOMALBAI BAPURAO PATIL",Independent,Maharashtra,Raver
cand3541,"RAMESH MANDA","Dharma Samaj Party",Telangana,Peddapalle
cand3542,"SANGEPAGA SAROJANAMMA",Independent,Telangana,Mahabubnagar
cand3543,"IQBAL IBRAHIM NAWDEKAR",Independent,Maharashtra,Maval
cand3544,"NUNE VENKAT SWAMY",Independent,Telangana,Bhongir
