cand_id,cand_name,party_name,state,const_name
cand4719,"KAZI NEKIB  AHMED",Independent,Assam,Guwahati
cand472,"SURENDRA PRASAD","Al-Hind Party",Bihar,Nalanda
cand4720,"ADV. VISHVJEET VIJAYKUMAR SHINDE",Independent,Maharashtra,Osmanabad
cand4721,NAGAJYOTI.B.N.,"Socialist Unity Centre Of India (COMMUNIST)",Karnataka,Bijapur
cand4722,"BORICHANGAR BHAVESH DALPATRAI",Independent,Gujarat,Junagadh
cand4723,"SANJAYKUMAR BHAGWAT WAGHMARE","Bahujan Samaj Party",Maharashtra,Osmanabad
cand4724,"SUDARSHAN RAYCHAND KHANDARE",Independent,Maharashtra,Solapur
cand4725,"RAJIB CHATTERJEE","Bhartiya Lokmat Rashtrwadi Party","West Bengal",Jangipur
cand4726,"RAMCHARAN PIRJAPATI","Lok Samaj Party","Madhya Pradesh",RAJGARH
cand4727,"RAMJI THAKOR","Indian National Congress",Gujarat,Mahesana
cand4728,"ZIA UR REHMAN","Samajwadi Party","Uttar Pradesh",Sambhal
cand4729,"PRADEEP RAMCHANDRA MANE",Independent,Maharashtra,Baramati
cand473,"LOBIN HEMBRAM",Independent,Jharkhand,Rajmahal
cand4730,"AR NENA PREM READY RIPEEKA","Mana Telangana Rashtra Samaikya Party",Telangana,Warangal
cand4731,"MAHADEV PATIL",Independent,Karnataka,Belagavi
cand4732,"GORE NETAJI NAGNATH","Desh Janhit Party",Maharashtra,Osmanabad
cand4733,"GITABEN MANUBHAI MACHHI","Malwa Congress",Gujarat,Bharuch
cand4734,"VIJAY JADHAV","Karnataka Rashtra Samithi",Karnataka,Gulbarga
cand4735,"DAMOR VESTABHAI JOKHANABHAI",Independent,Gujarat,Dahod
cand4736,"ADV. BHAUSAHEB ANIL BELURE",Independent,Maharashtra,Osmanabad
cand4737,"ADVOCATE MUKESH KUMAR KORI",Independent,"Madhya Pradesh",GWALIOR
cand4738,"CHANDRA BHUSAN SINGH BUNDELA 'GUDDU RAJA'","Indian National Congress","Madhya Pradesh",SAGAR
cand4739,"MAHADHEV SWAMI MATAM",Independent,Telangana,Zahirabad
cand474,"RABINDRA KUMAR SETHY","Indian National Congress",Odisha,Jagatsinghpur
cand4740,"MILIND VITTHAL SHINDE",Independent,Maharashtra,Baramati
cand4741,"P. SRIPATHI. BHAT",Independent,Karnataka,Shimoga
cand4742,"AMIT SHRIPAL KAWADE",Independent,Maharashtra,Raigad
cand4743,"CHAUHAN PRAKASHKUMAR TRIBHOVANDAS","Akhila Vijaya Party",Gujarat,Mahesana
cand4744,"RAJESH MISHRA",Independent,Telangana,Malkajgiri
cand4745,"JAGANNATH RAY",Independent,Assam,Barpeta
cand4746,"KAKARLA SHANMUKHA REDDY",Independent,"Andhra Pradesh",Kadapa
cand4747,"YUSUF VALI HASANALI",Independent,Gujarat,Bharuch
cand4748,"SURESH CHANDRA",Independent,"Uttar Pradesh",Mainpuri
cand4749,"VINAYAK DHAMGAYE",Independent,Chhattisgarh,RAIPUR
cand475,"SHAMBHU PRASAD SHARMA","Hindustan Vikas Dal",Bihar,Pataliputra
cand4750,"KATARA VARUNKUMAR KALYANSINH","Gunj Satya Ni Janata Party",Gujarat,Sabarkantha
cand4751,"KAKA FULCHAND KAMBLE",Independent,Maharashtra,Osmanabad
cand4752,"RAJENDRA PANDURANG BHOSALE","People’s Union Party",Maharashtra,Baramati
cand4753,"BAMBAM KUMAR",Independent,Bihar,Supaul
cand4754,"JAGADISH YALLAPPA BANKAPURA",Independent,Karnataka,Haveri
cand4755,"SANTOSH SHARMA",Independent,Chhattisgarh,KORBA
cand4756,"SUBHASH BARMAN","Kamatapur People’s Party (United)","West Bengal","Maldaha Uttar"
cand4757,"NITIN NAGNATH GAIKWAD",Independent,Maharashtra,Osmanabad
cand4758,"VILAS BHAGWAT GHADGE",Independent,Maharashtra,Osmanabad
cand4759,"JANKAR SWARUP DADA","Bahujan Samaj Party",Maharashtra,Madha
cand476,"RITU SINGH","Bahujan Samaj Party",Chandigarh,Chandigarh
cand4760,"ANDHALKAR BHAUSAHEB RAOSAHEB",Independent,Maharashtra,Osmanabad
cand4761,"SHRIDHAR NARAYAN SALVE","Bhim Sena",Maharashtra,Baramati
cand4762,"RAKESH DHAKAD",Independent,"Madhya Pradesh",GWALIOR
cand4763,"BANKAPUR SHOUKATALI","Tipu Sultan Party",Karnataka,Dharwad
cand4764,"AMARNATH CHOWDHURY","Socialist Unity Centre Of India (COMMUNIST)","West Bengal",Asansol
cand4765,"MIRZA AABIDBEG YASINBEG",Independent,Gujarat,Bharuch
cand4766,"RAMKRISHNA VERMA",Independent,Chhattisgarh,RAIPUR
cand4767,"BHAVNABA NARENDRASINH PARMAR",Independent,Gujarat,Sabarkantha
cand4768,"RAJKUMAR SAHU",Independent,Chhattisgarh,BILASPUR
cand4769,"DR. SOMNATH ALIAS BALASAHEB ARJUN POL",Independent,Maharashtra,Baramati
cand477,"HARPREET SINGH",Independent,Punjab,Firozpur
cand4770,"PROF DR ARJUN GENA OHOL","Bahujan Mukti Party",Maharashtra,Solapur
cand4771,"RAVI SIRWAIYA",Independent,"Madhya Pradesh",INDORE
cand4772,"DATTATRAY PANDIT PATIL",Independent,Maharashtra,Sangli
cand4773,"TRIPTINA RABHA",Independent,Assam,Kokrajhar
cand4774,"RACHA SUBHADRA REDDY","Socialist Party (India)",Telangana,Bhongir
cand4775,"RATHOD CHANDUBHAI MOHANBHAI",Independent,Gujarat,Porbandar
cand4776,"MD ARSHAD HUSSAIN","Bahujan Samaj Party",Bihar,Madhepura
cand4777,"UMESH MAHADEV MHETRE",Independent,Maharashtra,Baramati
cand4778,"ENGI. BHANU PRATAP TANDE",Independent,Chhattisgarh,RAIPUR
cand4779,"SAJID YAKUB MUNSHI",Independent,Gujarat,Bharuch
cand478,"ANJANI SOREN","Jharkhand Mukti Morcha",Odisha,Mayurbhanj
cand4780,"BASANT BANSL",Independent,Chhattisgarh,BILASPUR
cand4781,"SHARAD BABURAO PATIL","National Black Panther Party",Maharashtra,Hatkanangle
cand4782,"MAHUA MOITRA","All India Trinamool Congress","West Bengal",Krishnanagar
cand4783,"BALASO MARUTI DHAPATE",Independent,Maharashtra,Baramati
cand4784,"SHAMRAO HARIBHAU PAWAR","Samnak Janta Party",Maharashtra,Osmanabad
cand4785,"BASAVARAJ BOMMAI","Bharatiya Janata Party",Karnataka,Haveri
cand4786,"AVINASH. NARAYAN. PATIL.",Independent,Karnataka,"Uttara Kannada"
cand4787,"TRIPTINA RABHA",Independent,Assam,Kokrajhar
cand4788,"ABDULAZIZ KALADAGI PENDARI",Independent,Karnataka,Bagalkot
cand4789,"YALLAMMA DALAPATHI",Independent,Karnataka,Raichur
cand479,I.S.GULATI,Independent,Punjab,Gurdaspur
cand4790,"DOSHI HARDIK BIPINBHAI","Satyawadi Rakshak Party",Gujarat,Vadodara
cand4791,"GAJANAND KUSHWAH",Independent,"Madhya Pradesh",GUNA
cand4792,"BHUPATBHAI MOHANBHAI VALA","Right to Recall Party",Gujarat,Bhavnagar
cand4793,"D.S. ESHWARAPPA",Independent,Karnataka,Shimoga
cand4794,"VIABHAV MISHRA","Bhartiya Shakti Chetna Party","Uttar Pradesh",Etah
cand4795,SULEMAN,"Swaraj Bhartiya Nyay Party","Uttar Pradesh",Badaun
cand4796,"SADEK IBRAHIM SHAIKH",Independent,Maharashtra,Beed
cand4797,"ADV. JORE SACHIN BHASKAR",Independent,Maharashtra,Madha
cand4798,"PRASHANT DANIEL","Sarv Adi Dal",Chhattisgarh,KORBA
cand4799,"SAMAD CHOUDHURY","Bharatiya Gana Parishad",Assam,Guwahati
cand48,"SRIRAM PANDEY",Independent,Odisha,Kendrapara
cand480,"PRIYANKA PRASAD","All India Majlis-E-Ittehadul Muslimeen",Bihar,Karakat
cand4800,"ADV. YOGESH MAKANE",Independent,Maharashtra,Pune
cand4801,"SONDI KRISHNA.",Independent,"Andhra Pradesh",Visakhapatnam
cand4802,"PRAKASH SHIVAJIRAO SHENDGE",Independent,Maharashtra,Sangli
cand4803,"MAHADHEV SWAMI MATAM",Independent,Telangana,Zahirabad
cand4804,"DILIPBHAI PARSHOTTAMBHAI MAKWANA","New India United Party",Gujarat,Surendranagar
cand4805,"MUSLIM KHAN","Bahujan Samaj Party","Uttar Pradesh",Badaun
cand4806,"SHIV HARI AGRAWAL","Bharat Nirman Party",Bihar,Supaul
cand4807,"AWARE SIDDHESHWAR BHARAT","All India Forward Bloc",Maharashtra,Madha
cand4808,"BAGAL SADASHIV SAHEBRAO",Independent,Maharashtra,Satara
cand4809,"MAHANDRA SINGH",Independent,"Uttar Pradesh",Sambhal
cand481,"MO MAUSME ALAM","Bahujan Samaj Party","Uttar Pradesh",Maharajganj
cand4810,"MANE ARVIND BHIVA",Independent,Maharashtra,Hatkanangle
cand4811,"UDAY KUMAR RATHIA",Independent,Chhattisgarh,RAIGARH
cand4812,"PADMA RAO . T","Bharat Rashtra Samithi",Telangana,Secunderabad
cand4813,"HEMANT SINGH KUSHWAHA",Independent,"Madhya Pradesh",GUNA
cand4814,"MD GHOUSUL AZAM","Bahujan Samaj Party",Bihar,Araria
cand4815,"ANILESH MISHRA (MAHARAJ)",Independent,Chhattisgarh,BILASPUR
cand4816,"ASADI VENKATADRI",Independent,"Andhra Pradesh",Rajampet
cand4817,"SOMANATH BEHERA","Socialist Unity Centre Of India (COMMUNIST)",Odisha,Berhampur
cand4818,"PRATIBHA SHELAR",Independent,Maharashtra,Satara
cand4819,"MALLEPOGU NAGANNA","Socialist Unity Centre Of India (COMMUNIST)","Andhra Pradesh",Kurnool
cand482,"HARGOBIND SINGH",Independent,Punjab,"Fatehgarh Sahib"
cand4820,"G.M.GAYITRI SIDDESHI",Independent,Karnataka,Davangere
cand4821,"SUMAN KUMAR MAHASETH","Vikassheel Insaan Party",Bihar,Jhanjharpur
cand4822,"VINAYAK BHAURAO RAUT","Shiv Sena (Uddhav Balasaheb Thackeray)",Maharashtra,"Ratnagiri - Sindhudurg"
cand4823,"HARINDER REDDY MALLELA",Independent,Telangana,Mahabubnagar
cand4824,"IMRAN SHEIKH",Independent,"Jammu and Kashmir",Anantnag
cand4825,"ABUL KALAM AZAD","All India Trinamool Congress",Assam,Barpeta
cand4826,"DABHI  BHARATSINHJI  SHANKARJI","Bharatiya Janata Party",Gujarat,Patan
cand4827,"ANAND RAMESH THORWADE","Bahujan Samaj Party",Maharashtra,Satara
cand4828,"ALIK KUMAR KUNDU",Independent,"West Bengal",Krishnanagar
cand4829,"RAJ KUMAR YADAV","Viro Ke Vir Indian Party",Bihar,Supaul
cand483,"VINOD SULTANPURI","Indian National Congress","Himachal Pradesh",SHIMLA
cand4830,"PARBHUBHAI NAGARBHAI VASAVA","Bharatiya Janata Party",Gujarat,Bardoli
cand4831,"MANE ARVIND BHIVA",Independent,Maharashtra,Hatkanangle
cand4832,"ANILESH MISHRA (MAHARAJ)",Independent,Chhattisgarh,BILASPUR
cand4833,"SOMNATH NANASAHEB KAMBLE",Independent,Maharashtra,Osmanabad
cand4834,"NILKANTHKUMAR MANSUKHLAL MISTRI",Independent,Gujarat,Vadodara
cand4835,"HARIBHAI PATEL","Bharatiya Janata Party",Gujarat,Mahesana
cand4836,"KRISHNA PROSAD BISWAS",Independent,"West Bengal",Murshidabad
cand4837,"NEERAJ CHANDSORIYA","Aazad Samaj Party (Kanshi Ram)","Madhya Pradesh",MORENA
cand4838,"S. M. MARIGOUDAR","Desh Prem Party",Karnataka,Bagalkot
cand4839,"MAITHILI SHARAN GUPTA",Independent,"Madhya Pradesh",BHOPAL
cand484,"BADRI NATH",Independent,"Uttar Pradesh",Ghosi
cand4840,"KAMPA BORGOYARI","Bodoland Peoples Front",Assam,Kokrajhar
cand4841,RAKESH,Independent,"Madhya Pradesh",GUNA
cand4842,"BADAL EKKA","Sarv Adi Dal",Chhattisgarh,RAIGARH
cand4843,"DR RAMESHWAR SINGH",Independent,"Uttar Pradesh","Fatehpur Sikri"
cand4844,"JOSEPH KISKU","Ambedkarite Party of India","West Bengal","Maldaha Uttar"
cand4845,"ASHISH KUMAR TIWARI","Aap Sabki Apni Party",Chhattisgarh,RAIPUR
cand4846,"JAVED SIKANDAR MUJAVAR",Independent,Maharashtra,Hatkanangle
cand4847,"SUNEEL BHEEL",Independent,"Madhya Pradesh",RAJGARH
cand4848,"DR. HEMANG JOSHI","Bharatiya Janata Party",Gujarat,Vadodara
cand4849,"DA KUMAR CHANDRADEEP","Rashtriya Janata Dal",Bihar,Madhepura
cand485,"BADRI NATH",Independent,"Uttar Pradesh",Ghosi
cand4850,"SHEJON GOYARY","Bahujan Maha Party",Assam,Guwahati
cand4851,"PITAMBAR JANGDE","Aazad Samaj Party (Kanshi Ram)",Chhattisgarh,RAIPUR
cand4852,"G. SWAMY","Navabharath Sena",Karnataka,Bellary
cand4853,"RATHOD MAVJI BHEMAJI",Independent,Gujarat,Banaskantha
cand4854,"SUSHIL KUMAR SHARMA",Independent,"Jammu and Kashmir",Anantnag
cand4855,"D.S. CHAUHAN (ADVOCATE)","Rashtriya Samaj Paksha","Madhya Pradesh",GUNA
cand4856,"SAMEERSINGH RAMESHCHANDRA SALVI",Independent,Maharashtra,Osmanabad
cand4857,"KAMAL DEV","Bhartiya Shakti Chetna Party",Chhattisgarh,KORBA
cand4858,"AYSHA BI",Independent,"Uttar Pradesh",Bareilly
cand4859,"CHAPPIDI RAMU",Independent,"Andhra Pradesh",Visakhapatnam
cand486,"JAGDEEP SINGH","Aam Aadmi Party",Punjab,Firozpur
cand4860,"RAJNATH SARKAR","Bahujan Samaj Party","West Bengal",Birbhum
cand4861,"DINESH KUMAR",Independent,"Uttar Pradesh",Badaun
cand4862,"PREMCHANDRA HARIJAN","Sardar Patel Siddhant Party","Uttar Pradesh",Shahjahanpur
cand4863,"CHALIKA CHANDRA SEKHAR",Independent,Telangana,Secunderabad
cand4864,"KETAN DAHYABHAI PATEL","Indian National Congress","Dadra and Nagar Haveli","Daman and Diu"
cand4865,"E.H. NAYAK",Independent,Karnataka,Shimoga
cand4866,"SURESH GOVINDRAO SHINDE","Sainik Samaj Party",Maharashtra,"Ratnagiri - Sindhudurg"
cand4867,"PATEL MANUBHAI SHANKARLAL",Independent,Gujarat,Mahesana
cand4868,"MOHD NAJIM ALI","Bharat Jodo Party","Uttar Pradesh",Bareilly
cand4869,"MUDIT CHAURASIA",Independent,"Madhya Pradesh",BHOPAL
cand487,"AJEET KUMAR SINGH","Peoples Party of India (Democratic)",Bihar,Karakat
cand4870,"ANUPAM KUMAR","Kisan Kranti Dal","Uttar Pradesh",Etah
cand4871,"BHARAT PAL","Aazad Samaj Party (Kanshi Ram)","Madhya Pradesh",GWALIOR
cand4872,"SACHIN SHAHU MASKE",Independent,Maharashtra,Solapur
cand4873,"SUKHRAMBHAI HARIYABHAI RATHWA","Indian National Congress",Gujarat,"Chhota Udaipur"
cand4874,"PRAVEEN SINGH ARON","Samajwadi Party","Uttar Pradesh",Bareilly
cand4875,"MAHASIDDHA TUKARAM GAYAKWAD",Independent,Maharashtra,Solapur
cand4876,"GEETHA SHIVARAJKUMAR","Indian National Congress",Karnataka,Shimoga
cand4877,"KADIR MAHEBOOB SAIYED","Social Democratic Party Of India",Gujarat,Navsari
cand4878,"DEVENDRA YADAV","Indian National Congress",Chhattisgarh,BILASPUR
cand4879,"MARUTI DHONDIRAM JANKAR",Independent,Maharashtra,Satara
cand488,"MEJOR SINGH BHATTI","Jan Sewa Driver Party",Punjab,Faridkot
cand4880,"HANUMANT NARAYAN MANE",Independent,Maharashtra,Madha
cand4881,"BIJULI KALITA  MEDHI","Bharatiya Janata Party",Assam,Guwahati
cand4882,RAMZANBEE,"All India Ulama Congress",Karnataka,Koppal
cand4883,"SHIVMANGAL SINGH TOMAR","Bharatiya Janata Party","Madhya Pradesh",MORENA
cand4884,"B . SUNITHA RANI","Socialist Party (India)",Telangana,Secunderabad
cand4885,"UMESHBHAI MAGANBHAI PATEL","Bahujan Republican  Socialist Party",Gujarat,Valsad
cand4886,"VINAYAK LAVU RAUT",Independent,Maharashtra,"Ratnagiri - Sindhudurg"
cand4887,"PIYUSH BRAJESH RAJORIYA",Independent,"Madhya Pradesh",MORENA
cand4888,"KAKASAHEB SANDIPAN KHOT",Independent,Maharashtra,Osmanabad
cand4889,"ABHAY KUMAR EKKA",Independent,Chhattisgarh,RAIGARH
cand489,"VINDU DEVI","Rashtriya Jansambhavna Party",Bihar,Pataliputra
cand4890,"ANJALI MONU RAWAT","Parivartan Party of India","Madhya Pradesh",GWALIOR
cand4891,"JASHUBHAI BHILUBHAI RATHVA","Bharatiya Janata Party",Gujarat,"Chhota Udaipur"
cand4892,"SAGAR ESHWAR KHANDRE","Indian National Congress",Karnataka,Bidar
cand4893,"ADVOCATE SHAILENDRA BANJARE (SHAKTIPUTRA)","Shakti Sena (Bharat Desh)",Chhattisgarh,JANJGIR-CHAMPA
cand4894,"DHANIRAM CHAUDHARY","Bahujan Samaj Party","Madhya Pradesh",GUNA
cand4895,"RAJKUMAR CHAHAR","Bharatiya Janata Party","Uttar Pradesh","Fatehpur Sikri"
cand4896,"BINITA DEKA","Gana Suraksha Party",Assam,Kokrajhar
cand4897,"KAMBLE RAVINDRA TUKARAM","Bahujan Samaj Party",Maharashtra,Hatkanangle
cand4898,"MANE ARVIND BHIVA","Bhartiya Rashtriya Dal",Maharashtra,Kolhapur
cand4899,"SANJAY KUMAR SAROJ","Manav Samadhan Party","Madhya Pradesh",BHOPAL
cand49,"DAVINDER KUMAR","Samaj Bhalai Morcha",Punjab,Hoshiarpur
cand490,"SHRVAN KUMAR NIRALA",Independent,"Uttar Pradesh",Bansgaon
cand4900,"PURUSHOTTAM MANIKPURI",Independent,Chhattisgarh,KORBA
cand4901,"PAVAN KUMAR","Log Party","Uttar Pradesh",Sambhal
cand4902,"AHIRWAR RAJKUMAR THEKEDAAR",Independent,"Madhya Pradesh",SAGAR
cand4903,"DR. SHARMILA SARKAR","All India Trinamool Congress","West Bengal","Bardhaman Purba"
cand4904,"MUDIT BHATNAGAR","Socialist Unity Centre Of India (COMMUNIST)","Madhya Pradesh",BHOPAL
cand4905,"RAJESH KEER",Independent,"Madhya Pradesh",BHOPAL
cand4906,"ADV AJAY UPADHYE",Independent,Maharashtra,Raigad
cand4907,"JEROME MINJ","Bharat Adivasi Party",Chhattisgarh,SURGUJA
cand4908,"AAYARE RAJENDRA LAHU","Bahujan Samaj Party",Maharashtra,"Ratnagiri - Sindhudurg"
cand4909,"ER. MAHENDRA PRATAP SINGH PAL",Independent,"Madhya Pradesh",GWALIOR
cand491,"VIKASH VINAYAK","Jan Janwadi Party",Bihar,Karakat
cand4910,"THAKOR INDIRABEN JITENDRASINH","Insaniyat Party",Gujarat,Sabarkantha
cand4911,"SHASHIKANT JAYVANTRAO SHINDE","Nationalist Congress Party – Sharadchandra Pawar",Maharashtra,Satara
cand4912,"KINNERA YADAIAH",Independent,Telangana,Nalgonda
cand4913,"YASHUTOSH LAHARE","Ambedkarite Party of India",Chhattisgarh,RAIPUR
cand4914,"MANE ARVIND BHIVA",Independent,Maharashtra,Kolhapur
cand4915,"VIJAYLAXMI SURYAWANSHI NAT","Asankhya Samaj Party",Chhattisgarh,JANJGIR-CHAMPA
cand4916,"DR. MENKA DEVI SINGH","Indian National Congress",Chhattisgarh,RAIGARH
cand4917,"SODHA SANJAYKUMAR PARVATSINH",Independent,Gujarat,Kheda
cand4918,"PARMAR RAMESHCHANDRA NANJIBHAI","Bahujan Samaj Party",Gujarat,Sabarkantha
cand4919,"MAHENDRA JAIN BHAIYAN",Independent,"Madhya Pradesh",GUNA
cand492,SATPAL,Independent,Punjab,"Anandpur Sahib"
cand4920,"DR. ROHIT DAHARIA","Bahujan Samaj Party",Chhattisgarh,JANJGIR-CHAMPA
cand4921,"S P K  SAGAR",Independent,Telangana,Warangal
cand4922,"MAHESH YASHWANT KHARADE","Swabhimani Paksha",Maharashtra,Sangli
cand4923,"IMTIYAZ AHMAD","National Loktantrik Party","Jammu and Kashmir",Anantnag
cand4924,"BANNA. RAMESH","Dalita Bahujana Party","Andhra Pradesh",Visakhapatnam
cand4925,"G.M.BARKATH ALI BASHA",Independent,Karnataka,Davangere
cand4926,"SHAIKH NAUSHAD IQBAL","Swarajya Shakti Sena",Maharashtra,Osmanabad
cand4927,"BOMMALA VIJAY KUMAR",Independent,Telangana,Medak
cand4928,"UDAY VEER SINGH","Peoples Party of India (Democratic)","Uttar Pradesh",Etah
cand4929,"SONU KUMAR",Independent,Bihar,Khagaria
cand493,"RAJESHWAR PASWAN","Akhil Hind Forward Bloc (Krantikari)",Bihar,Karakat
cand4930,"MD. MOBINUL HAQUE",Independent,Bihar,Araria
cand4931,"DR MANIK CHANDRA PRODHAN","Bahujan Samaj Party","West Bengal",Bolpur
cand4932,"SHEKH RAUF",Independent,Chhattisgarh,KORBA
cand4933,"DURGA PALVANCHA",Independent,Telangana,Mahabubabad
cand4934,"SANTOSH KUMAR MARKANDE",Independent,Chhattisgarh,DURG
cand4935,"GOPAL M.P. GARAMPALLI",Independent,Karnataka,Bidar
cand4936,"BARIYA MANILAL HIRABHAI",Independent,Gujarat,Dahod
cand4937,"MO. AMIN","Bhrashtachar Mukti Morcha",Chhattisgarh,RAIPUR
cand4938,"MUKUL BISWAS","Bahujan Samaj Party","West Bengal","Bardhaman Purba"
cand4939,"JAYVEER SINGH","Bharatiya Janata Party","Uttar Pradesh",Mainpuri
cand494,ANITA,"Bharatiya Janata Party",Punjab,Hoshiarpur
cand4940,"TADVI RANCHHODBHAI","Bharatiya Bahujan Congress",Gujarat,"Chhota Udaipur"
cand4941,"RAPELLY SRINIVAS",Independent,Telangana,Nizamabad
cand4942,"RUPAM DEVI",Independent,Bihar,Khagaria
cand4943,P.CHOWDESWARI,Independent,"Andhra Pradesh",Anantapur
cand4944,"MUTTAPPA MUDAKAPPA HIREKUMBI","Raita Bharat Party",Karnataka,Bagalkot
cand4945,"PRITESH CHAUHAN (LALU)",Independent,Gujarat,Amreli
cand4946,"INGOLE ROOPESHBHAI BABUBHAI",Independent,Gujarat,"Ahmedabad East"
cand4947,"MARUTI RAMACHANDRA JOSHI","Vanchit Bahujan  Aaghadi",Maharashtra,"Ratnagiri - Sindhudurg"
cand4948,"BAIDYA NATH MEHTA",Independent,Bihar,Supaul
cand4949,"PARAS RAM YADAV",Independent,Chhattisgarh,BILASPUR
cand495,"ANOKH SINGH",Independent,Punjab,"Khadoor Sahib"
cand4950,"ENGINEER REVA KURREY",Independent,Chhattisgarh,JANJGIR-CHAMPA
cand4951,"KAMBLE TRISHALA","Bahujan Samaj Party  (Ambedkar)",Maharashtra,Baramati
cand4952,"KRUSHNABAI DIPAK CHOUGALE",Independent,Maharashtra,Kolhapur
cand4953,"ALI MOHAMMAD WANI",Independent,"Jammu and Kashmir",Anantnag
cand4954,"ENGINEER REVA KURREY",Independent,Chhattisgarh,JANJGIR-CHAMPA
cand4955,"BAIDYA NATH MEHTA",Independent,Bihar,Supaul
cand4956,"RASHEEDA BEGUM","Indian Movement Party",Karnataka,Haveri
cand4957,"RAM VITTHAL SATPUTE","Bharatiya Janata Party",Maharashtra,Solapur
cand4958,"SAKIL LATIF KHAN",Independent,"Dadra and Nagar Haveli","Daman and Diu"
cand4959,"JASVEER VALMIKI","Samajwadi Party","Uttar Pradesh",Hathras
cand496,"AMANSHER SINGH","Aam Aadmi Party",Punjab,Gurdaspur
cand4960,"SHRI TIDABHAI DEVSHIBHAI","Gujarat Sarva Samaj Party",Gujarat,Bhavnagar
cand4961,"JAGPAL SINGH YADAV","Samrat Mihir Bhoj Samaj Party","Uttar Pradesh",Bareilly
cand4962,"BAIDYA NATH MEHTA",Independent,Bihar,Supaul
cand4963,"ABDUL RAJAK SHAIK",Independent,"Andhra Pradesh",Narasaraopet
cand4964,"RAMADHAR SINGH",Independent,Chhattisgarh,SURGUJA
cand4965,"MAHESH KUMAR SONWANI",Independent,Chhattisgarh,BILASPUR
cand4966,"KIRAN DEVI","Bahujan Samaj Party",Bihar,Supaul
cand4967,"CHINTA MOHAN","Indian National Congress","Andhra Pradesh",Tirupati
cand4968,"NAISHADHBHAI BHUPATBHAI  DESAI","Indian National Congress",Gujarat,Navsari
cand4969,"MUSTAKBHAI JAMALBHAI SANGHANI",Independent,Gujarat,Sabarkantha
cand497,VIRENDRA,"Rashtriya Jantantrik Bharat Vikas Party","Uttar Pradesh",Ghosi
cand4970,"PATEL UMESHBHAI BABUBHAI",Independent,"Dadra and Nagar Haveli","Daman and Diu"
cand4971,"SHRIKANT MALHWAYR (KASER)","Loktantra Congress Party",Chhattisgarh,BILASPUR
cand4972,"RODMAL NAGAR","Bharatiya Janata Party","Madhya Pradesh",RAJGARH
cand4973,"SAMYUKTA SHIVANAND PATIL","Indian National Congress",Karnataka,Bagalkot
cand4974,"CHANDRA KISHOR THAKUR","Aam Janta Party Rashtriya",Bihar,Khagaria
cand4975,"K.S. VEERBHADRAPPA","Karnataka Rashtra Samithi",Karnataka,Davangere
cand4976,"UGHADE VIJAYKUMAR BHAGWAN",Independent,Maharashtra,Solapur
cand4977,"DASHARATHBHAI KANTILAL PANCHAL",Independent,Gujarat,"Ahmedabad East"
cand4978,"AMRIKA KARPE",Independent,Chhattisgarh,KORBA
cand4979,"NARAYAN TATU RANE","Bharatiya Janata Party",Maharashtra,"Ratnagiri - Sindhudurg"
cand498,"NUR ALAM KHAN","All India Secular Front","West Bengal",Jadavpur
cand4980,"G. JAYADEVA",Independent,Karnataka,Shimoga
cand4981,"PANKAJ ISLARY",Independent,Assam,Kokrajhar
cand4982,"UMESH GARG",Independent,"Madhya Pradesh",BHIND
cand4983,"RATHVA MUKESHBHAI NURABHAI",Independent,Gujarat,"Chhota Udaipur"
cand4984,"WASEEM SO MOH SHAMIM",Independent,"Uttar Pradesh",Sambhal
cand4985,"MEDHAR SHAMRAO","Bhartiya Jan Samrat Party",Karnataka,Raichur
cand4986,"RAMVILAS RAMULALJI NAVANDAR",Independent,Karnataka,Bidar
cand4987,"YASHWANT VITTHAL PAWAR","Kranti Kari Jai Hind Sena",Maharashtra,Maval
cand4988,"DHRUV KUMAR SONI URF LANGUR SONI",Independent,Chhattisgarh,DURG
cand4989,"SAJAL KUMAR DE","Communist Party of India  (Marxist-Leninist)  (Liberation)","West Bengal","Bardhaman Purba"
cand499,"RAMJI SINGH","Voters Party  International",Bihar,Arrah
cand4990,"DHANAJI SHRIPATI MASKE",Independent,Maharashtra,Madha
cand4991,"P V A ANANDA SAGAR",Independent,"Andhra Pradesh",Vizianagaram
cand4992,"MOHAMMAD JAVED ANSARI","Rashtriya Jansena Party","Madhya Pradesh",GUNA
cand4993,"GOLLAPALLY SAYA GOUD","Pyramid Party of India",Telangana,Medak
cand4994,"AJAY KUMAR PATHAK","Chhatrapati Shivaji Bhartiya Garib Party","Madhya Pradesh",BHOPAL
cand4995,"ADVOCATE ARUN SHRIVASTAVA","Indian National Congress","Madhya Pradesh",BHOPAL
cand4996,"KULDEEP KUMAR","Bharatiya Kisan Parivartan Party","Uttar Pradesh",Agra
cand4997,"PANKAJ ISLARY",Independent,Assam,Kokrajhar
cand4998,"REKHABEN HARSINGBHAI CHAUDHARI","Bahujan Samaj Party",Gujarat,Bardoli
cand4999,"RAMESH BHIMRAO SHIKHARE",Independent,Maharashtra,Solapur
cand5,"PREM SINGH CHANDUMAJRA","Shiromani Akali Dal",Punjab,"Anandpur Sahib"
cand50,"PRAGYESH KUMAR",Independent,"Uttar Pradesh",Ghosi
cand500,"SURESH KUMAR KASHYAP","Bharatiya Janata Party","Himachal Pradesh",SHIMLA
cand5000,UMESH,Independent,"Uttar Pradesh",Unnao
